"paper","id","preliminary_decision","review","confidence","assessment","id","lan","orientation","remarks","text","timespan"
"","","","","3","2","3","is","0","This work is quite similar, at the 25% level, to direct Internet sources (reported by Turnitin)","The article presents an interesting development of a case, as one more proposal of a starting methodology for the didactics of programming logic. The conclusions presented do not have much foundation in terms of achieving the objective of inducing logical reasoning in this way.","2014-07-05"
"","98","reject","","3","1","1","is","0","","The authors make a comparative analysis between various technologies for industrial automation. I found the analysis reasonably deep and broad, but I rate it ""weak accept"" for not having strong scientific contributions. The text needs to be revised, there are long sentences (for example the second of the second paragraph of the introduction has 11 lines) and missing or incorrectly placed punctuations. The first sentence of the second paragraph of the introduction. Also include the meaning of the acronyms PLC and PC.","2014-07-05"
"","","","","3","-2","2","is","-2","","This work offers a comparative analysis of the use of wired technology and programmed technology. The scope of ""related work"" presented in the document is non-existent. In this context, it is not possible to determine if the comparison criteria suggested in the work are, in fact, the pertinent ones to carry out an evaluation. The criteria for comparing technologies are in some cases objective and in other cases subjective. In this sense, the work does not suggest how to face the assessment of each criterion to finally make a comparison (for example, in the ""security"" item or in the ""programming"" item). There are grammatical problems (for example, ""high time""). Additionally, the work is poorly organized, making it difficult to understand due to the low effort to locate the content of the tables in a legible way. A real contribution of this work is not displayed. ""Rexroth Bosch Group"" is cited on numerous occasions, without adding much more at each point The impact and relevance of this work, in terms of novelty, is not observable.","2014-07-05"
"","","","","3","-1","3","is","-1","","Although the subject of automation is of interest, in this article it has a very general approach, it would be interesting, for example, to refer to compact PLCs vs. Modular PLCs could also be included in the comparison with high-end microcontrollers, since by providing them with a power stage, very interesting application results can be achieved at low cost. The title tends to confuse since the presentation of the latest technologies used in industrial automation is expected and rather it focuses first on a historical review of the advances in the area and then dedicates itself to comparing only 2 of the existing types of controllers. in the industry. The exposed content is frequently found in the literature referring to the area, so it does not represent, in my opinion, a relevant contribution to the subject.","2014-07-05"
"","99","reject","","5","0","1","is","-1","In the background aspects, it is an article that shows an application.","The article presents an application of pattern recognition techniques to the classification of wood types based on audio recordings. In the aspects of form: The article presents several syntax problems of the Spanish language, which are easily remedied. The abstract should be reviewed and improved. Some English terms are also presented that should be replaced by their meaning in Spanish (eg test). Equations 4 and 5 contain errors and need to be better explained. Also adjust the font size. Table 1 contains redundant information, since the quantities presented seem to be independent of the method. Improve the resolution and increase the size of figure 5 (that occupies the 2 columns), since it is not possible to appreciate the different points and clusters that are commented on. In the substantive aspects: The review of the state of the art is weak, and more relevant current references related to pattern recognition based on audio data should be incorporated (although not necessarily in the domain of woodwinds). The version of the KNN algorithm whose pseudocode is shown is incorrect. It should be reviewed and corrected. It is not appreciated that it works for a given K. Recursion is also not appreciated. More information and detail of the data and the derived characteristics are required.","2014-07-05"
"","","","","3","0","2","is","-1","","The work presents an algorithmic method for the classification of the quality of wood related to electricity poles and railway tracks. This work is interesting, but its writing does not allow a fluid and clear reading of it. What the article should improve is: - Improve the writing of the summary. The summary indicates the test to test the hypothesis, but it does not indicate what the hypothesis is. - Eliminate statements without references, such as: 'The defects that occur ... significant frequency' - An statement is made that is ambiguous with respect to the work: 'the audio signals of the wood present the difficulty of not having well-defined information. ..' and '...with the blow of the hammer it can be more or less difficult to determine if...'. So how were the features obtained? Are these features reliable? - There are contradictory phrases, such as: '... capture data with as much interference as possible,...' and ´'so that there is no interference...' - There are many mistranslated words that do not allow a fluent reading, such as: urban and rural power, collected, may, goodbye, to follow, quantity, tend, be part, etc. - Other words that must be translated correctly: do, e, lo, Ajora, - The equations must conform to the format (example, 4 and 5). the titles are scrolled.","2014-07-05"
"","","","","5","-2","3","is","-2","","The work does not present anything new nor does it contribute to the state of the art. The sorting methods it uses are very basic, there are many more effective techniques. Popular and best techniques in the literature are also not discussed. There are no clear hypotheses. What are you trying to ""prove"" in the experiments? Contribution is not appreciated. Problems of organization of the paper The work is very focused on describing ""functionalities"" of a system, and not the contribution itself compared to the state of the art.","2014-07-05"
"","100","accept","","3","2","1","is","0","","The work addresses the problem of autonomous navigation of mobile robots by defining a reactive control architecture. Authors need to be clearer on why to use a reactive architecture, relative to other available approaches. It is necessary to improve the readability of the equations. The work is correct and pertinent. The field of mobile robotics has multiple applications. It is necessary to incorporate some guidelines on future work.","2014-07-05"
"","","","","3","1","2","is","0","By mistake, I had previously uploaded comments for another paper with a similar title. I modify the review.","The article presents an application case of an architecture for the control of mobile robots. First, the advantages of the behavior-based approach are exposed and then an application case for wall following – obstacle avoidance in a robot. The article is well written, but the description of the case or experiment could be improved. It would be desirable to previously establish the objectives for the observation. The variables used could be presented in a graph. Although an improvement from the inclusion of the fuzzy logic module is mentioned, it could be deepened by discussing the impact of this on the measurements. The results section can be improved with a more defined structure, treating error, reflection false read, wall mapping results in cells separately.","2014-07-05"
"","","","","3","2","3","is","1","","Although the topic regarding the problem of autonomous navigation of mobile robots is of interest, the work presented does not necessarily have to be. However, as the reader approaches the document in depth, it is possible to realize that the work presented constitutes a contribution to the subject. Already from the title, what the reader will find in the document is clearly stated, which is reinforced with a simple approach to the subject by the author, facilitating the understanding of the work carried out. On the other hand, a prototype is presented whose implementation can be replicated in the laboratory by those who feel interested in the subject, which contributes to this work being considered as a possible reference in the educational field.","2014-07-05"
"","101","reject","","4","2","1","is","-1","","do not agree with what is written in the second paragraph of the introduction. A solution for a complete NP problem, for example the traveling cashier, can be programmed in a simple way... the problem is that the response of the program can take a long time. To circumvent this, heuristics or meta-heuristics are sought that may not find the ideal answer but do find a good answer. On page 3, note that Pa is not an element of A and is a subset of A or more precisely a subset of A-{a}. In that same paragraph he speaks of ""2 types of restrictions"" but the second is not explicitly placed. At the end of the paragraph it would be interesting to say that ""that is, ai belongs to Paj"". The sentence is very long: 16 lines! It is not clear from Figures 1 and 2 the constraint that ""the sum of the amount of resource type k used in period t, Rk(t), must not exceed Rk"". In the mathematical formulation of the RCPSP it is not clear what it would mean, for example, that Fj takes the value 5 and the meaning of pj and A(t). A statistical comparison of how good the quality of the solution found with the proposed algorithm was missing from other solutions or at least a comparison that shows how far the solution found is from the ideal one. The references seem to have no logical order (alphabetical or citation order).","2014-07-05"
"","","","","4","-2","2","is","-2","","The work is TOO preliminary: there are no experiments and therefore no results or analysis. The work only focuses on a discussion of optimization methods for the problem in question. Subsequently, it only defines known and generic formalisms for the problem. The paper is VERY weak, it still requires a LOT of work to be a manuscript with any relevance!","2014-07-05"
"","","","","3","-2","3","is","-1","","The work presents an approximation for the programming of projects by means of a bee colony algorithm. The work, even though it has a good writing, is lacking in the application of the algorithm, it does not present an example or several of application. It shows the methodology, it defines the problem well, but it does not show an example of application of the algorithm. Figure 2 shows a possible solution to a proposed example, but does not indicate whether it is through the proposed algorithm or another method. The contribution of the research, nor the results, are not clear.","2014-07-05"
"","102","accept","","4","0","1","is","0","","The work is technically well prepared. Its structure and wording makes it easy to follow. However, I have doubts about its scientific contribution since it is the application of modeling to a case study. The problem to be solved is not clearly established. Aspect-oriented methodologies have been successfully applied for some time and information on previous work is not provided to attack the gap. I think that it is necessary to distinguish why the application of UML (and not of other techniques) is necessary to solve it.","2014-07-05"
"","","","","2","2","2","is","1","","The article proposes the application of UML Class Diagrams Oriented to JPI Aspects. In general, the article is well thought out and there are no great observations. Moreover, there is a concern for making a good presentation of the work. I would only make some minor suggestions, especially with the methodological aspects that should be a bit more detailed.","2014-07-05"
"","","","","3","-2","3","is","-1","","The article complies with the established format and has updated bibliographical references. It is not clearly explained what JPI is, the purpose of the article is not clear. The article is a description of the application of the JPI concept, which is not well developed, it is not clear if the authors are the ones who propose this new strategy or are applying a proposal from other researchers. The wording can be improved. It is suggested to extend the article so that all the concepts, scope and objectives of the research are clearly explained.","2014-07-05"
"","","","","2","0","4","is","0","From my perspective, I recommend a restructuring of the sections for a better understanding of the article and the contribution of the authors.","•I recommend a change in the structure of the article for a better understanding of the contributions of the authors: (1) add a section that highlights the elements that are added in UML JPI diagrams, (2) add a section that the comparison between diagrams is included, highlighting their differences and it would end with a comparative table and the advantages it offers •Summary •When the acronyms appear for the first time you must include their meaning •Abstract •Review the wording of the abstract phrases such as: o Permitts modularizong -->allows modularizing o Modules for crosscutting concerns or aspect -->crosscutting concerns or aspects modules o Try -->tries o Case study classic of AOSD -->classic AOSD case study •Introduction oCheck number consistency for example: - To achieve this goal, this work presents and applies ... and verifies the hegemony ... - Avoid words such as: then ... subsequently, after •Theoretical analysis oLast paragraph page 3, very long sentences, n or the paragraph is understood- redo the paragraph. •Case study oLast paragraph page 3, very long sentences, the paragraph is not understood- rewrite the paragraph. oReview carefully when using the concept of ""practical case"", review the option to change the title of the section oReview the last paragraph of the first column represents ""a classic to exemplify the use of POA""  a classic what? •Conclusions: •End of first paragraph: interfaces --> interface","2014-07-05"
"","103","reject","","5","-2","1","is","-1","","The article describes the concepts of data mining and the steps that a KDD process carries out in general, and the latter associates it with social ne2rks and in particular with Facebook, presenting them as their own adaptation, which lacks foundation and logic. For example, it mentions social ne2rks where users express likes, feelings and other states, which are usually presented in text, and on the contrary, it does not indicate anything regarding the treatment of text to determine the frequency of words and with this achieve determine the topics of conversation of a group of users on the ne2rk. It also describes some data mining techniques and mixes web mining, perhaps trying to combine different mining methods, which would be the most logical if you want to cover different aspects of social ne2rks, that is, text content, the KDT process should be used. and not KDD, for handling associations or links, mining the web structure, etc. On page 9 he states that he used the iconic representation technique to visualize results, however there is no evidence of this experimentation in the entire work. Finally, in the conclusions, he talks about a developed guide which is not made explicit in any part of the article. It should also be noted that it has some writing errors, repetition of articles and words.","2014-07-05"
"","","","","4","2","2","is","0","","It is a well-written article that gives an insight into how to use data mining techniques on social ne2rks like Facebook. It is a current and intriguing topic. But I felt a lack of more concrete things, that is, a concrete implementation of one of the aforementioned techniques applied to Facebook or another social ne2rk. The phrase ""which can convert data whose storage is unnecessary."" on page 3 seems unfinished. Convert to what?","2014-07-05"
"","","","","5","-2","3","is","-1","The article is rather a basic report on the subject, where relevant literature has not been reviewed, so that it can be considered at least an approximation to the state of the art of the subject.","The article describes some general aspects of the application of data mining to social ne2rks. The review of information is not complete and is far from being considered the state of the art on the subject. I suggest first reviewing articles from indexed journals on the subject, identifying a specific research problem, where a contribution can be made on the subject, and proposing a research proposal.","2014-07-05"
"","104","accept","","4","0","1","is","0","The job lacks ""some"" practice. Now it's just a review of the literature. When you test the model it will be quite interesting.","Corrections to article: “Information management, a continuous challenge of technology”. General evaluation The work is interesting but some implementation is lacking, since in general it is a good review of the existing literature. Reading the article gives the impression that something is missing (the implementation). A scheme should have been proposed with the proposed model and that would make it clearer the good intention of the research that will be done in the future. The work is currently a review of the literature with the presentation of a research intention. A better title would have been a review of the state of the art in……ABC or indicate a proposal for the XYZ model Format Corrections Verify the order requested by Ingeniare magazine, in terms of references.","2014-07-05"
"","","","","3","2","2","is","1","","The article is very well written and easy to read, basically having the characteristics of a popular article. Aspects focused essentially on information retrieval problems in the face of exponential data growth are discussed. The proposal made at the end of the article is interesting, although, from my point of view, the inclusion of the Big Data topic is given with a certain lightness and requires a more detailed analysis than what is described.","2014-07-05"
"","","","","3","1","3","is","-1","The acceptance recommendation is weak, since the topic is of interest, however the paper has deficiencies in its writing, the description of the problem is rather brief and its conclusions are not very useful.","The article deals with a topic of interest such as the handling of big data and its structure based on metadata for its processing in the semantic web era. The article presents serious lexical and even semantic deficiencies. The translation of the title and the abstract in English present serious errors. In the semantic aspect, in the introduction they mention as a problem that relational databases do not have adaptation problems. As a lexical error, they write A un, instead of Still. In an erroneous way the term Apropósito is used, instead of On purpose. The conclusions do not allow to focus a proposal. There is good use of bibliographical references.","2014-07-05"
"","105","no decision","","","","","","","","",""
"","106","accept","","4","-2","1","is","-1","","In its form, it has some problems, for example on page 5, in the description of the implemented laboratory, the proposed structure with six cameras to locate robots on the field during a soccer game is described, pointing out that this is shown above and appears [9], where neither figure nor reference exist. On the other hand, in the middle of the bibliographical references, figure 14 appears, which is not referenced in the document. In its content, over 50% of the article is dedicated to the analysis of position and movement capture techniques by triangulation of images, repeatedly treated in the technical literature and that does not add value from the scientific point of view. It is only a bibliographic compilation of vision techniques. On the other hand, the description of the results is not a contribution to the topic of the article, which is the use of the vision technique for the determination of robots dedicated to soccer. Finally I think that the author of the article was very lax when writing it, where he should have at least reviewed it before sending it.","2014-07-05"
"","","","","3","1","2","is","1","The paper is very good, but it is not original, since it has a high index of similarity with others, not being able to identify if they are the same authors. Hence the recommendation is weak. Definitely not applying for Engineering.","Very good article to understand the spatial location of objects, for control purposes, in this case applicable to a set of robots in a soccer game.","2014-07-05"
"","","","","2","1","3","is","0","","It seems to me an interesting article to be considered, although the final objective of it is somewhat obscure: ""to measure the position of a robot on a soccer field"". In particular, it is not clear if the work is oriented towards a later more ambitious goal (multiple robots, equipment movement in real time, and what to finally do with this data???). From what can be deduced, although it is not explicitly said, measurements were made of ""a"" robot ""locating"" it in different positions in the field, but not with it moving in real time. Thus, results are presented that could have been obtained with another, more classic configuration of the computer vision area (the contribution of the robot and the soccer field, at least until now, do not have a fundamental relevance in the work developed). Finally, it does not seem to me that the results obtained are strictly new, but even so, it can be an attractive experience to be known.","2014-07-05"
"","107","reject","","4","-2","1","is","-1","","The paper presents a survey of 2 mining companies on the architecture stage of the IT outsourcing process. The work is exploratory and therefore its contribution is limited since no results have been presented yet. I think that in this state it is unsuitable for the conference where the presentation of results and research contributions are expected. The document needs to be improved in terms of its wording.","2014-07-05"
"","","","","4","-2","2","is","0","","The name of the article is “How does it affect….”, and it indicates in its Summary “… applied through a case study to 2 mining companies in the Antofagasta region and to a supplier-type company”. However, the article does not present a section with the indicated case study, which indicates that it is not possible to answer the question expressed in the title of the article. Therefore, what is expressed is good intentions, but there is no empirical evidence. The topic is very important, the form of solution is also adequate, but everything is expressed in theoretical terms. It is indicated that ""the investigation is currently in the stage of conducting interviews"", therefore, no analysis of the data or results and conclusions has been carried out. The Results section does not present results. It will be an interesting article when all the stages of the proposed methodology are fulfilled. Some minor observations and/or comments: - References [6] and [13] were not used in the text. - The first paragraph of the State of the Art is a repetition of the second paragraph of the Introduction. - On page 3, change “key activities” to “key activities”. - The Figure on page 6 has no title.","2014-07-05"
"","","","","3","-1","3","is","-1","","The article presents an introduction to the investigation of the effect of IT Outsourcing in mining in the second region, but does not show concrete results. In the same article it is indicated that the investigation is not finished. It would be interesting to have the full analysis of the results.","2014-07-05"
"","108","reject","","3","-2","1","is","-1","","The article has 2 main contributions: a discussion about the usefulness of SCADA controls on mobile devices, a description of some of the specific applications that implement this function on cell phones or tablets. There are several typos throughout the article. For example separators are used at the end of sentence _, but not consistently. The first and last sentences of the abstract seem poorly worded. In the final paragraphs of the introduction the lists are not clearly explained. Although it is relevant for the conference to make a review of mobile SCADA applications, a search mechanism is not defined, nor a criterion to compare them. What are their differences? Which one is suitable in each case? It is suggested to include a comparative table of its benefits, and more importantly, define comparison criteria to be able to provide new data to the reader. The conclusions return to the introduction but do not answer which applications should be used in the context of the mining industry.","2014-07-05"
"","","","","4","-2","2","is","-1","","The article presents a theoretical analysis on SCADA systems. There is no evidence on the application in a case study. The Abstract is not adequate, neither is the introduction. The Results section and the Conclusions section do not present contributions for a scientific article or one that shows business experiences in ICT applications. References [3], [5] and [7] are from the same author, same title and same date. The same goes for References [4] and [6]. Reference [1] is not used in the text.","2014-07-05"
"","","","","3","-2","3","is","-1","","The application of SCADA systems for mining is somewhat interesting, but the work is only limited to mentioning mobile tools and there is no clear point of comparison between them. The specific contribution of these tools in a real mining process is also unclear. There are consistency issues in the abstract and introduction. The conclusions are not convincing enough, plus there are some drafting problems.","2014-07-05"
"","109","accept","","3","1","1","is","-1","","The work presents a state of the art regarding UWSN underwater sensor ne2rks and underwater autonomous mobile robotics. In particular, it describes the problem presented, providing topologies, strategies and hardware for communication. The text is very descriptive, not very analytical and critical, generating little contribution and value, beyond a bibliographic compilation.","2014-07-05"
"","","","","2","0","2","is","0","","The work consists of an article type survey or study of the subject on underwater ne2rks and vehicles, bibliographic review and related technology very interesting and complete in my opinion. I suggest that you could provide a contribution based on this study, for example by providing a taxonomy of the characteristics of the technologies required for this type of problem-solution pair, and adding a proposal through an implementation and testing methodology. The above is indicated as a delivery in future work, perhaps at least it should have delivered a comparative table of the associated and described technologies.","2014-07-05"
"","","","","3","2","3","is","1","It is a good article, preliminary, since it is dedicated to describing technology and topology, with tests without hard data... it is new, so its acceptance is suggested.","It is a good work, well written, it deals with a new topic in aquatic sensor ne2rks, it will report the tests in more detail and the effectiveness in the application.","2014-07-05"
"","110","accept","","3","1","1","is","1","","The article presents an experiment that compares different navigation architectures for a mobile robot. The architectures (algorithms, approaches) used are described, as well as the metrics defined to evaluate navigation performance. The results are statistically analyzed using analysis of variance. The article is well written and the experiment is clearly presented. The bibliographical references seem to be adequate. In the introduction, the comparison objectives are correctly justified and the possible approaches for the navigation of a robot are described in a general way. The selection of metrics is justified and tries to go beyond a combination of simple measurements. The experiment is well described, although it could be explained why other obstacle configurations were not included in the observation. Statistical methods (analysis of variance) are applied correctly, although an analysis of normality in the distribution could be included. One of the weak points of the work is that a deeper discussion of the results is needed. Beyond indicating that one of the architectures has better performance, the reasons should be discussed and new conjectures made. The generalization of the results and the discussion of threats to validity should be part of the discussion. For example: What kind of obstacles does each algorithm work on? What is the programming effort of each of the architectures? What are the robot's high-level navigation goals (deliberative behavior)?","2014-07-05"
"","","","","3","1","2","is","1","","The interest caused by the problem of robot navigation is undeniable, so the presented work constitutes an alternative for the choice of the control architecture, since it presents us with a possible solution to the problem through the comparison of metrics, however it must Bear in mind that it has been carried out in a simulation environment, under certain conditions that will not necessarily be replicated in practice, which in my opinion restricts the scope of application of the results obtained. On the other hand, the references and development of statistical calculations give validity to the results obtained with the consideration of the environment in which the test was carried out. Work well developed, although there is a need to carry out tests with the real mobile, under various conditions of the robot's environment, to validate the results obtained in the simulator.","2014-07-05"
"","","","","3","2","3","is","1","","The work compares four autonomous navigation architectures for mobile robots, pure reactive architectures, neural ne2rks, fuzzy logic and a neuro-fuzzy hybrid architecture. The work is well planned, the experimental work seems replicable and the results presented sound coherent. The main aspect to improve would be the analysis/discussion of the results, which can be further developed.","2014-07-05"
"","111","reject","","3","-1","1","is","0","","The article presents a research plan that proposes to combine the theoretical constructs of competencies for technology management (with the BTM model) and the perception of professional success (with a proposed model that combines several factors from various sources). IT management capacity is a key element for professionals in the area and not only their technological skills. It seems relevant to study how these competencies impact professional success, or, at least, on the subjective perception of said success. The study contains references to relevant sources, although it is suggested to reduce the number and prioritize in the case of articles in journals or conferences. Although the topic is relevant, there are some risks in the definition of the constructs that are not analyzed. What are the limits between the perception of professional and personal success? Is it possible to carry out a study of the perception of professional success only considering the BTM model and leaving out technological skills? Does the study apply to all IT professionals or only to those who manage technology projects as CIOs? The main weakness of the research is that it is identified as an experimental method, when in reality the survey does not have the degree of control over the object of study to be classified in this way. There is also talk of a causality study, but the survey would only allow a co-relationship study. About the survey it is explained which are the evaluated factors and the Likert scale. However, there are no examples of specific questions and an explanation of how they will be answered by the subjects. For example: Is it feasible for a person to assess your commitment or leadership? Although the relationship is being evaluated in general terms and not in terms of its own, it would be advisable to carry out a validation of the model first and then the survey itself with a group of experts or managers of IT professionals.","2014-07-05"
"","","","","3","-2","2","is","-1","","The article shows the design of a research on the impact of IT skills on the perception of professional success, but it is not what it says in its title. There is a section corresponding to an extensive review of previous work and definitions, compared to the section showing the research design, which is quite brief. In my opinion, it was convenient to have presented the article as a systematic review of the existing literature on the subject in order to find gaps and/or similarities in the research design, or to have placed more emphasis on the latter. Although the topic may be new, the article does not demonstrate it, since it is only the presentation of a research design. In the conclusions section, no specific conclusions are shown from the work carried out, only possible scenarios of future work are proposed. Regarding the form, the article is well structured, but there are details to be corrected: - abuse of ""IT"" - in some paragraphs previous works are indicated without being referenced - the figure of the model is very basic (it is not a contribution ) - paragraphs not aligned (justified) - figure 1 should have been a table - error in the correlation of figures","2014-07-05"
"","","","","4","0","3","is","-1","","This article aims to identify the impact of IT business skills on the perception of professional success. The problem, the analysis model, the hypothesis and the research methodology are presented. It is an interesting topic, but the author indicates that the research is in the data collection phase and that there are about 7 months left to obtain the final results. However, the theoretical analysis carried out is quite important. Figure 3 is very simple. I suggest that the proposed model provides more information. To do this, you can merge Figures 3, 4 and 2 into a single figure. Use numerical references and references in APA format (you must use only numerical references and correctly). There are 2 pages with page number 3. Figure 4 appears on page 5, Figure 2 appears on page 6 ¿? Does Figure 3 exist? In Reference [11] it does not indicate the name of the conference, Reference [15] has no date, Reference [30] is it a book?, Reference [34] has its title written in all capital letters, Reference [45] says only “Fifth”, Reference [46] says “Second”. In Conclusions, change “thesis q of” to “thesis of”. Change ""will be shown"" to ""will be shown"". References [8] and [46] are not used in the text. The name of the author and institution should be anonymous (according to congress regulations). On page 5, you should check that the text is right-justified. On page 8, change “be capable” to “be capable”.","2014-07-05"
"","112","reject","","4","1","1","is","0","","I find it an interesting job, with an emphasis on covering practical gaps. Its content and structure are technically well presented. However, on the other hand, there is no clear distinction between previous work and the original proposal of this work. The article states that there are previous works regarding this CMMI-ÄGIL pairing but it does not indicate whether these proposals are sufficient or insufficient for improvement. That is, the motivation or justification for this work is not explicit.","2014-07-05"
"","","","","4","-2","2","is","-1","","The article makes a general description of the CMMI model and agile methodologies, taking Scrum and XP as particular cases. A discussion is made on the combination of these approaches for process improvement, mapping the REQM and PPQA process areas with their equivalents in agile methodologies. The article makes correct general descriptions of the methodologies, but does not contain novel research elements that contribute to knowledge in this area. For the technical/scientific community of software engineering it is evident that the approaches have different starting points, but they are combinable. This is especially true for software process improvement experts. The review that is done on the research of the combination of agility and CMMI is not systematic. By state of the art we do not mean a simple description of each approach, but rather collect the most up-to-date research on this topic. Although it may be interesting to map between process areas and agile practices, it is not explained what steps are going to be followed to do this. Nor is there a validation of this mapping or an explanation of how it can be applied, for example by a process improvement consultant. No empirical evidence of the applicability or usefulness of mapping is provided.","2014-07-05"
"","","","","3","-1","3","is","-1","","The article presents a description of the integration between CMMI and agile development methods. An emphasis made by the authors is that this integration is recommended for SMEs. Software development for the smallest companies is an unsolved challenge. As such, the authors take a topic that is interesting and well justify the idea of the topic. However, I think they fail to develop their point in the way that would be expected from a scientific point of view. Although the authors indicate that they do a review of the literature, this is not adequately achieved, since a systematic review methodology of this goal is not observed. On the other hand, the article in my opinion makes a suitable summary for people who do not belong to the area but are familiar with some key concepts described in the paper. It is worth mentioning that it seems to me to be a well-written and planned article, in general, with an easy-to-understand structure. In addition, another criticism I would make is that although the ideas of CMMI and agile development seem well described to me, the same does not happen with respect to adequately justifying their specific application in SMEs. I think the article could be substantially improved. One suggestion I would make for this would be the presentation of a case that strengthens the central argument of the article, that is, CMMI and agile development are compatible and especially useful for SMEs. In this way, less emphasis could be given to the revision (which seems insufficient in that sense) and the practical relevance of the argument would be raised. If so, the article could have an interesting projection. In addition, the inclusion of references should be improved since there are a large number of arguments that deserve to be clarified if they belong to an opinion of the authors or are extracted from existing theory. There are very minor spelling and grammatical errors.","2014-07-05"
"","","","","5","-1","4","is","-1","**The main problem detected is the use of concepts such as methodologies, methods, models interchangeably, I recommend reviewing the terms, choosing the most appropriate and standardizing their use","• Review the concepts of methodologies, methods and models since they are used interchangeably, I recommend reviewing the terms, choosing the most appropriate and standardizing their use • Add reference to statements you make within the different sections, for example: ”the quality of a system or product is highly influenced by the quality of the process used to develop and maintain it” •Summary: •Check the wording on the use of words such as: oconstruction --> development omodels: methodologies? agile methodologies are used to improve the quality of processes? review concepts of improvement models and agile software development methodologies or “these 2 models”: which models, if you are talking about agile models and methodologies •Abstract •Review the wording of the abstract phrases such as: o Give --> provide? or Consisting of ""heavy"" development --> processes? or The agile software development models --> methodologies? o With --> between o Models --> methodology and model •Introduction o Basing the developments --> the development o The aforementioned argues the selection of agile processes. processes or methodologies? or … have applied techniques such as process improvement processes or certifications with excellent practical results --> here are 2 comments: (1) I don't see the relationship between process improvement processes and certifications... and (2) are you talking about process improvement processes or process improvement initiatives? •State of the art or Agile Processes and CMMI? o “To ensure that position, many companies resort to certifications” --> to certifications or implementation of improvements following models such as CMMI •Purpose and levels of CMMI o Specifically, the CMMI proposal consists of a series of practices and processes of high level that help organizations build a model to improve their processes --> CMMI is not for building models, it provides you with a set of good practices that can be implemented in organizations to improve their processes.... as you mention in the next sentence! o Table References •Agile software development models: o Throughout the section, are you talking about models or methodologies? Since you use models, method and methodology interchangeably •Process and product quality assurance: o Reference to the source of the concepts in this section o Table 4: I recommend adding a brief description of the CMMI practice so that it is better understanding of the relationship you propose o Table 5: review ""Planning phase: in this phase non-conformities are detected and corrected"" --> are you sure? •Requirements Management (REQM): o Reference to the source of the concepts in this section o “The Product Backlog, which allows drawing up a requirement and a responsible role for monitoring it” --> it is not understood or Table 6: (1) I recommend adding a brief description of CMMI practices; (2) “among which are the providers of the requirements” --> are you referring to the product owner?; o Question: who validates this traceability? o How has the validation been done? •Conclusions: o “Various methodologies have recently been applied in the industry” --> which methodologies? o“Reaching a higher level indicates that there are a number of important practices that increase the maturity of the organization when facing more demanding problems.” --> indicates that the organization is standardizing its way of working... everyone works in the same way o Highlighting the limitations and proposing solutions to the problems in these areas, this study generates a new understanding of the improvement of development processes of mediated software with agile practices and CMMI. -->? o The development of a guide is suggested to facilitate the organizational improvement of the level of quality assurance of the process and of the product and management of CMMI requirements. --> in what part?, I don't see this in the development of the article o It is also shown that the combined use of XP and Scrum practices improves some aspects of communication within the development teams --> in what part of the article mentions this? o Thus, the correspondence relationship defined in this work establishes a support guide for any agile organization that wishes to be certified according to the CMMI process model. --> From my point of view, the paper presented does not have the depth to ensure this conclusion •References: o Review the format of the references according to the congress guide o Reference 9 --> Editorial?","2014-07-05"
"","113","accept","","3","1","1","is","1","","Abstract: The article seeks to analyze the existing collaboration ne2rks between Information Systems (IS) researchers in Chile and Latin America. The co-authors of research published in Contecsi and Infonor are used to carry out an analysis of social ne2rks, explaining the latter. Three questions are raised that are answered later in the analysis of the results through tables and graphs; concluding several similarities between communities and that there is collaboration between IS researchers, which is unfortunately mostly intra-institutional. Evaluation: The work is well done. It presents a clear and concise structure that helps the reader understand the ideas being discussed. It is an interesting work that belongs to a process that is not yet finished due to the scarcity and continuity of data. The first caused by registry problems and normalization of published papers, and the second due to the fact that there will be new versions of the congresses that will deliver new data. Even so, it is possible to identify some problems, these are: 1) There is no argument based on data as to why these are the 2 congresses chosen, given that these congresses are small. 2) Being a work of a small scope (with respect to the congresses used), the usefulness of the result is also small. Minor comment: There is an error in the numbering of the pages.","2014-07-05"
